2.891408205032348633e+00 -3.167315006256103516e+00
3.135635614395141602e+00 -1.528678774833679199e+00
-1.625376343727111816e+00 4.242966175079345703e-01
-5.522628426551818848e-01 -2.320903778076171875e+00
-1.276555061340332031e+00 -4.928277730941772461e-01
-7.429085969924926758e-01 -2.409936666488647461e+00
-2.164674997329711914e-01 -2.079604864120483398e+00
-2.596737146377563477e+00 -4.787463188171386719e+00
-2.533293008804321289e+00 -3.444510221481323242e+00
-1.448246598243713379e+00 -2.549488306045532227e+00
1.498042464256286621e+00 2.442418038845062256e-01
-2.608550786972045898e+00 2.688337087631225586e+00
-2.547117233276367188e+00 -1.223348453640937805e-01
-3.326353728771209717e-01 -8.431960344314575195e-01
2.673105955123901367e+00 -2.720916748046875000e+00
-2.268975973129272461e+00 2.879833698272705078e+00
-1.347663402557373047e+00 4.812038242816925049e-01
8.722636699676513672e-01 -3.211534023284912109e+00
-2.278302907943725586e+00 -1.926210880279541016e+00
3.332944810390472412e-01 4.700772166252136230e-01
-2.535086631774902344e+00 -3.106454610824584961e+00
7.916343808174133301e-01 -1.458139866590499878e-01
2.256776094436645508e+00 -2.814283609390258789e+00
-9.018247723579406738e-01 -1.468793869018554688e+00
-1.899383664131164551e+00 -4.136637210845947266e+00
-6.016671061515808105e-01 -1.594911813735961914e+00
-2.128652334213256836e+00 -1.629278779029846191e+00
7.339957356452941895e-01 -1.027301669120788574e+00
5.559667348861694336e-01 7.342752218246459961e-01
-2.371005296707153320e+00 -4.077576160430908203e+00
2.686650276184082031e+00 1.291051506996154785e+00
-2.531470775604248047e+00 -1.712389945983886719e+00
2.661666870117187500e+00 -2.854038238525390625e+00
3.819059848785400391e+00 -3.233599901199340820e+00
-7.630100250244140625e-01 -1.714070320129394531e+00
-1.125121235847473145e+00 -1.966281294822692871e+00
-5.120034217834472656e-01 -1.501732945442199707e+00
-1.459668397903442383e+00 9.653377532958984375e-01
3.117987632751464844e+00 -1.548148274421691895e+00
-5.240442156791687012e-01 2.245977640151977539e+00
-4.784942269325256348e-01 2.105117559432983398e+00
